Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Post Code,Latitude,Longitude,Nearest Waste Site,Nearest Site Category,Distance,Within 45 Mins?
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,R2V9F,REDRUTH AMB STN 2,TR15 3RQ,50.227412,-5.251429,Stoneybridge Park EPR/YP3934SM,Incineration,72.5 km,No
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,R7H1Y,DORSET MAIN OPERATING BASE,BH21 7BU,50.807992,-1.915624,Canford Recycling Centre,Treatment,9.0 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF0A,ST JAMES A,BS32 4QJ,51.548468,-2.556191,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,13.2 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF28,TORQUAY AMBULANCE STATION,TQ2 7BP,50.4827,-3.551676,Heathfield Landfill EPR/BV7028IP,Landfill,13.9 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF35,DERRIFORD AMBULANCE STATION,PL6 5AB,50.416269,-4.119493,Derriford Incinerator EPR/GP3236AX/T001,Incineration,0.8 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF45,"TRUST HQ, SOWTON INDUSTRIAL ESTATE, EXETER",EX2 7HY,50.720158,-3.464758,Exeter City Council M R F,Treatment,12.4 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF46,TAUNTON AMBULANCE STATION,TA1 2LB,51.014957,-3.080897,Walpole Recovery Facility and Landfill Site - EPR/BK6785IE,Landfill,24.5 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYFAM,LOGISTICS BASE KESTREL WAY,EX2 7JS,50.719162,-3.466059,Exeter City Council M R F,Treatment,12.4 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYFDK,SWINDON AMBULANCE STATION,SN3 1AR,51.562886,-1.768474,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,2.8 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYFDN,NORTH BRISTOL OPERATIONS CENTRE (HART),BS34 7QH,51.517853,-2.56889,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,12.3 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYFEA,CENTRAL BRISTOL OPERATIONS CENTRE,BS5 0DA,51.458685,-2.567591,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,25.9 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYFEF,ASOC,EX5 2FL,50.739104,-3.425156,South West Waste Recovery Facility,Treatment,20.4 km,Yes
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYFORS,OTHER REPORTABLE SITES,EX2 7HY,50.720158,-3.464758,Exeter City Council M R F,Treatment,12.4 km,Yes
